country_iso3,Year,oil_rents_pct_gdp,total_natural_resource_rents_pct_gdp,fuel_exports_pct_merch_exports,ores_and_metals_exports_pct_merch_exports,gdp_current_usd,gdp_growth_pct,gdp_per_oil_rent,gdp_rolling,oil_rents_rolling,gdp_pct_change
VEN,1991,15.6286717350987,16.6639894189064,80.8505449922492,7.69936529436233,53453444786.6256,9.72990963006499,3420216746.032258,50770510872.25488,17.69035471956584,9.970780666168476
VEN,1992,14.935095280643,15.7571776112482,79.9198010311707,6.76270380019404,60416519620.0849,6.06034937385407,4045271790.022607,53248007899.72014,17.632454244325963,13.026428626357678
VEN,1993,14.9699327410478,15.7932181812518,77.6086498419481,5.37565069801416,60037460783.1941,0.275410410462172,4010536441.394316,53210217297.73826,18.72541527014148,-0.6274092570615175
VEN,1994,15.3866042080656,16.2198265911409,75.9427778042581,5.89376749826447,58418666666.6667,-2.34933212064234,3796722517.6328287,56186608810.2693,17.796065804161962,-2.696306764826628
VEN,1995,14.5559545074645,15.1363210095652,76.2539922437174,6.55661930202742,77389487770.0883,3.95160929610903,5316689312.981974,61943115925.331924,15.09525169446392,32.47390292501527
VEN,1996,23.0648781099677,23.8367720643582,80.7622668694753,4.49239975846932,70543211119.099,-0.197928583722387,3058468845.2618833,65361069191.8266,16.58249296943772,-8.846520177686779
VEN,1997,17.5046486685088,18.0963540802062,78.9184411868888,4.8056482307645,85837678559.8324,6.37100504679063,4903707591.358633,70445300979.7761,17.09640364701088,21.680991264930594
VEN,1998,8.57137562243914,9.06347009522954,70.6379310406942,5.85597575442254,91336763255.0597,0.294055160519548,10656021539.407015,76705161474.14922,15.816692223289149,6.4063762994175155
VEN,1999,12.8387638257711,13.269532614572,81.403534775883,4.26300133966284,97972842461.5131,-5.97045814641012,7631018359.014703,84615996633.1185,15.307124146830247,7.265507305007124
VEN,2000,20.0011569684281,20.5761295010598,86.0857594456901,3.33227544879703,117146466002.661,3.6869441668769,5856984482.826525,92567392279.63303,16.396164639022967,19.570345270608946
VEN,2001,14.809781275052,15.3442903568827,83.0445636085282,3.98947482607954,122911036746.729,3.39423610779077,8299314788.246083,103040957405.15903,14.745145272039826,4.920823427944532
VEN,2002,18.7480489712018,19.4545884689745,80.1191539247763,4.35033958431729,92893587733.6549,-8.85564735286771,4954840254.383023,104452139239.92354,14.993825332578428,-24.42209406705126
VEN,2003,21.1779581221907,21.8955843439596,82.2427109948815,4.08245262236796,83620628582.1082,-7.75530004959877,3948474546.0181446,102908912305.33324,17.51514183252874,-9.982345797789826
VEN,2004,23.0890395880635,23.8297115705399,83.4198338154401,3.21971376759069,112451400424.964,18.2866066891244,4870336853.816075,105804623898.0234,19.565196984987217,34.478061611969935
VEN,2005,28.0538745861065,29.2230041014033,87.8247886816393,2.32505838590638,145513489651.872,10.3179138043147,5186930211.912212,111478028627.86563,21.1757405085229,29.401224975379026
VEN,2006,26.8186567625884,28.0774680117788,92.5603892681709,2.08818528782387,183477522123.894,9.87214910851037,6841413563.25654,123591325703.29863,23.57751560603018,26.089699699215195
VEN,2007,21.6186473049421,23.1186941835454,,,230364012575.687,8.75357880785845,10655801416.540293,151085410671.70502,24.15163527277824,25.554351240983465
VEN,2008,22.6737847784336,23.9223070628002,93.7428917187714,1.88460854572586,315953388510.678,5.27785412398785,13934744093.152029,197551962657.419,24.450800604026817,37.153969918313635
VEN,2009,9.95847654408777,10.5416668243022,95.8996773647734,1.20638690168558,329787628928.472,-3.20230265749002,33116273103.466114,241019208358.1206,21.824687995231674,4.3785700425638785
VEN,2010,11.6928975467648,12.380878328857,93.3969113313162,2.3573078829314,393192354510.653,-1.48879125078356,33626597080.67328,290554981329.87683,18.552492587363336,19.2259260264529
VEN,2011,23.1450195251423,24.4753357613612,67.1966073193092,0.891443496040358,316482190800.364,4.17642535923936,13673878756.35928,317155915065.1708,17.817765139874115,-19.50957663094912
VEN,2012,17.9387823718967,18.7812359044725,98.7637309978349,0.0460182045396548,372592062768.06,5.62595697508632,20770198057.13074,345601525103.6454,17.081792153265035,17.72923519828953
VEN,2013,16.7771388276982,17.6253449138361,97.6778068113493,0.441779842959862,258930655486.37,1.34309403607486,15433540733.35131,334196978498.7838,15.902462963117955,-30.505590064715005
VEN,2014,11.3021511747501,11.8465082797294,,,214689614732.719,-3.89438647450667,18995464793.671543,311177375659.6332,16.17119788925042,-17.086057527854148
VEN,2015,,,,,125449241571.391,-6.22137102671199,,257628753071.78082,,-41.56715883645751
VEN,2016,,,,,112915034262.314,-17.0403345996548,,216915321764.17078,,-9.991457223712274
VEN,2017,,,,,115883275162.586,-15.6714088720003,,165573564243.076,,2.628738431214095
VEN,2018,,,,,102021093964.682,-19.6553415972227,,134191651938.7384,,-11.962193145175725
VEN,2019,,,,,73014084091.3,-27.6579678662627,,105856545810.4546,,-28.432365059155064
VEN,2020,,,,,42838020721.1995,-29.9985699155957,,89334301640.4163,,-41.32909937261835
VEN,2021,,,,,56614976854.5499,0.955433428579269,,78074290158.86348,,32.160580487633304
VEN,2022,,,,,89013255584.7499,8.00091310654791,,72700286243.29626,,57.22563273925685
VEN,2023,,,,,102376526555.948,4.00168591128376,,72771372761.54947,,15.012675228438166
VEN,2024,,,,,119802963257.783,5.29999999999984,,82129148594.84605,,17.02190657182687
